Postal Code;Place Name;State;State Abbreviation;County;City;Latitude;Longitude
1006;Lausanne;Canton de Vaud;VD;District de Lausanne;Lausanne;46,511200;6,637100
1007;Lausanne;Canton de Vaud;VD;District de Lausanne;Lausanne;46,517700;6,609000
1008;Jouxtens-Mézery;Canton de Vaud;VD;District de Lausanne;Jouxtens-Mézery;46,553000;6,595600
1010;Lausanne;Canton de Vaud;VD;District de Lausanne;Lausanne;46,536200;6,658900
1011;Lausanne;Canton de Vaud;VD;District de Lausanne;Lausanne;46,524900;6,643100
1012;Lausanne;Canton de Vaud;VD;District de Lausanne;Lausanne;46,526300;6,657000
1014;Lausanne Adm cant VD;Canton de Vaud;VD;District de Lausanne;Lausanne;46,533300;6,666700
1017;Lausanne Charles Veillon SA;Canton de Vaud;VD;District de Lausanne;Lausanne;46,533300;6,666700
1018;Lausanne;Canton de Vaud;VD;District de Lausanne;Lausanne;46,537900;6,629300
1019;Lausanne Services spéciaux;Canton de Vaud;VD;District de Lausanne;Lausanne;46,521800;6,633000
1032;Romanel-sur-Lausanne;Canton de Vaud;VD;District de Lausanne;Romanel-sur-Lausanne;46,563900;6,608000
1033;Cheseaux-sur-Lausanne;Canton de Vaud;VD;District de Lausanne;Cheseaux-sur-Lausanne;46,582500;6,596000
1039;Cheseaux Polyval;Canton de Vaud;VD;District de Lausanne;Cheseaux-sur-Lausanne;46,584500;6,595500
1052;Le Mont-sur-Lausanne;Canton de Vaud;VD;District de Lausanne;Le Mont-sur-Lausanne;46,559900;6,640000
1066;Epalinges;Canton de Vaud;VD;District de Lausanne;Epalinges;46,552700;6,666700
1009;Pully;Canton de Vaud;VD;District de Lavaux-Oron;Pully;46,512400;6,656700
1068;Les Monts-de-Pully;Canton de Vaud;VD;District de Lavaux-Oron;Pully;46,534200;6,683400
1070;Puidoux;Canton de Vaud;VD;District de Lavaux-Oron;Puidoux;46,512300;6,787900
1071;St-Saphorin (Lavaux);Canton de Vaud;VD;District de Lavaux-Oron;Saint-Saphorin (Lavaux);46,474800;6,796800
1072;Forel (Lavaux);Canton de Vaud;VD;District de Lavaux-Oron;Forel (Lavaux);46,540400;6,763400
1073;Savigny;Canton de Vaud;VD;District de Lavaux-Oron;Savigny;46,538200;6,726000
1076;Ferlens VD;Canton de Vaud;VD;District de Lavaux-Oron;Ferlens (VD);46,590100;6,787500
1077;Servion;Canton de Vaud;VD;District de Lavaux-Oron;Servion;46,574400;6,779600
1078;Essertes;Canton de Vaud;VD;District de Lavaux-Oron;Essertes;46,561900;6,787700
1080;Les Cullayes;Canton de Vaud;VD;District de Lavaux-Oron;Les Cullayes;46,571900;6,755900
1081;Montpreveyres;Canton de Vaud;VD;District de Lavaux-Oron;Montpreveyres;46,582100;6,738300
1083;Mézières VD;Canton de Vaud;VD;District de Lavaux-Oron;Mézières (VD);46,588000;6,763900
1090;La Croix (Lutry);Canton de Vaud;VD;District de Lavaux-Oron;Lutry;46,523600;6,701700
1091;Grandvaux;Canton de Vaud;VD;District de Lavaux-Oron;Grandvaux;46,507700;6,728500
1092;Belmont-sur-Lausanne;Canton de Vaud;VD;District de Lavaux-Oron;Belmont-sur-Lausanne;46,528800;6,690700
1093;La Conversion;Canton de Vaud;VD;District de Lavaux-Oron;Lutry;46,513900;6,685400
1094;Paudex;Canton de Vaud;VD;District de Lavaux-Oron;Paudex;46,508400;6,673300
1095;Lutry;Canton de Vaud;VD;District de Lavaux-Oron;Lutry;46,506500;6,692300
1096;Cully;Canton de Vaud;VD;District de Lavaux-Oron;Cully;46,488100;6,727100
1097;Riex;Canton de Vaud;VD;District de Lavaux-Oron;Riex;46,500600;6,741800
1098;Epesses;Canton de Vaud;VD;District de Lavaux-Oron;Epesses;46,498100;6,751400
1099;Montpreveyres Fotolabo Club;Canton de Vaud;VD;District de Lavaux-Oron;Montpreveyres;46,508300;6,700000
1607;Les Thioleyres;Canton de Vaud;VD;District de Lavaux-Oron;Les Thioleyres;46,535600;6,811800
1610;Oron-la-Ville;Canton de Vaud;VD;District de Lavaux-Oron;Oron-la-Ville;46,569500;6,825000
1612;Ecoteaux;Canton de Vaud;VD;District de Lavaux-Oron;Ecoteaux;46,540900;6,859600
1613;Maracon;Canton de Vaud;VD;District de Lavaux-Oron;Maracon;46,556000;6,875200
1026;Echandens;Canton de Vaud;VD;District de Morges;Echandens;46,541200;6,537100
1027;Lonay;Canton de Vaud;VD;District de Morges;Lonay;46,530200;6,519000
1028;Préverenges;Canton de Vaud;VD;District de Morges;Préverenges;46,517700;6,528800
1110;Morges;Canton de Vaud;VD;District de Morges;Morges;46,513500;6,494900
1112;Echichens;Canton de Vaud;VD;District de Morges;Echichens;46,530100;6,494200
1113;St-Saphorin-sur-Morges;Canton de Vaud;VD;District de Morges;Saint-Saphorin-sur-Morges;46,544500;6,490400
1114;Colombier VD;Canton de Vaud;VD;District de Morges;Colombier (VD);46,555700;6,470200
1115;Vullierens;Canton de Vaud;VD;District de Morges;Vullierens;46,575900;6,478600
1116;Cottens VD;Canton de Vaud;VD;District de Morges;Cottens (VD);46,572000;6,453300
1117;Grancy;Canton de Vaud;VD;District de Morges;Grancy;46,593900;6,460400
1121;Bremblens;Canton de Vaud;VD;District de Morges;Bremblens;46,550100;6,520600
1122;Romanel-sur-Morges;Canton de Vaud;VD;District de Morges;Romanel-sur-Morges;46,555500;6,509100
1123;Aclens;Canton de Vaud;VD;District de Morges;Aclens;46,568700;6,509100
1124;Gollion;Canton de Vaud;VD;District de Morges;Gollion;46,586700;6,510000
1125;Monnaz;Canton de Vaud;VD;District de Morges;Monnaz;46,531300;6,479800
1126;Vaux-sur-Morges;Canton de Vaud;VD;District de Morges;Vaux-sur-Morges;46,537700;6,463800
1127;Clarmont;Canton de Vaud;VD;District de Morges;Clarmont;46,548700;6,449600
1128;Reverolle;Canton de Vaud;VD;District de Morges;Reverolle;46,542800;6,440500
1131;Tolochenaz;Canton de Vaud;VD;District de Morges;Tolochenaz;46,502600;6,477300
1132;Lully VD;Canton de Vaud;VD;District de Morges;Lully (VD);46,505500;6,464300
1134;Chigny;Canton de Vaud;VD;District de Morges;Chigny;46,515600;6,477600
1135;Denens;Canton de Vaud;VD;District de Morges;Denens;46,517700;6,452900
1136;Bussy-Chardonney;Canton de Vaud;VD;District de Morges;Bussy-Chardonney;46,531000;6,437700
1141;Sévery;Canton de Vaud;VD;District de Morges;Sévery;46,572600;6,442400
1142;Pampigny;Canton de Vaud;VD;District de Morges;Pampigny;46,584600;6,416500
1143;Apples;Canton de Vaud;VD;District de Morges;Apples;46,555500;6,418700
1144;Ballens;Canton de Vaud;VD;District de Morges;Ballens;46,553700;6,378100
1145;Bière;Canton de Vaud;VD;District de Morges;Bière;46,545300;6,319000
1146;Mollens VD;Canton de Vaud;VD;District de Morges;Mollens (VD);46,575900;6,363100
1147;Montricher;Canton de Vaud;VD;District de Morges;Montricher;46,603000;6,357500
1149;Berolle;Canton de Vaud;VD;District de Morges;Berolle;46,566400;6,332100
1162;St-Prex;Canton de Vaud;VD;District de Morges;Saint-Prex;46,485200;6,447400
1163;Etoy;Canton de Vaud;VD;District de Morges;Etoy;46,483200;6,421600
1164;Buchillon;Canton de Vaud;VD;District de Morges;Buchillon;46,466700;6,409300
1165;Allaman;Canton de Vaud;VD;District de Morges;Allaman;46,470300;6,393200
1167;Lussy-sur-Morges;Canton de Vaud;VD;District de Morges;Lussy-sur-Morges;46,501400;6,448300
1168;Villars-sous-Yens;Canton de Vaud;VD;District de Morges;Villars-sous-Yens;46,505900;6,429800
1169;Yens;Canton de Vaud;VD;District de Morges;Yens;46,525200;6,405500
1170;Aubonne;Canton de Vaud;VD;District de Morges;Aubonne;46,494800;6,381700
1172;Bougy-Villars;Canton de Vaud;VD;District de Morges;Bougy-Villars;46,480500;6,352400
1173;Féchy;Canton de Vaud;VD;District de Morges;Féchy;46,476300;6,374000
1174;Montherod;Canton de Vaud;VD;District de Morges;Montherod;46,506100;6,353600
1175;Lavigny;Canton de Vaud;VD;District de Morges;Lavigny;46,498400;6,408900
1176;St-Livres;Canton de Vaud;VD;District de Morges;Saint-Livres;46,516300;6,381500
1187;St-Oyens;Canton de Vaud;VD;District de Morges;Saint-Oyens;46,494200;6,297400
1188;Gimel;Canton de Vaud;VD;District de Morges;Gimel;46,521200;6,288600
1189;Saubraz;Canton de Vaud;VD;District de Morges;Saubraz;46,519000;6,325600
1300;Eclépens CC Dépôt;Canton de Vaud;VD;District de Morges;Eclépens;46,651500;6,542900
1304;Allens;Canton de Vaud;VD;District de Morges;Cossonay;46,598100;6,509400
1308;La Chaux-sur-Cossonay;Canton de Vaud;VD;District de Morges;La Chaux (Cossonay);46,620200;6,467100
1311;Eclépens Scanning-Center;Canton de Vaud;VD;District de Morges;Eclépens;46,651500;6,542900
1312;Eclépens;Canton de Vaud;VD;District de Morges;Eclépens;46,652100;6,539700
1313;Ferreyres;Canton de Vaud;VD;District de Morges;Ferreyres;46,660000;6,480900
1315;La Sarraz;Canton de Vaud;VD;District de Morges;La Sarraz;46,656900;6,519500
1316;Chevilly;Canton de Vaud;VD;District de Morges;Chevilly;46,643200;6,472200
1317;Orny;Canton de Vaud;VD;District de Morges;Orny;46,671300;6,532900
1318;Pompaples;Canton de Vaud;VD;District de Morges;Pompaples;46,678300;6,522100
1166;Perroy;Canton de Vaud;VD;District de Nyon;Perroy;46,469300;6,360200
1180;Rolle;Canton de Vaud;VD;District de Nyon;Rolle;46,460600;6,332300
1182;Gilly;Canton de Vaud;VD;District de Nyon;Gilly;46,462100;6,299800
1183;Bursins;Canton de Vaud;VD;District de Nyon;Bursins;46,448700;6,288800
1184;Vinzel;Canton de Vaud;VD;District de Nyon;Vinzel;46,448200;6,278900
1185;Mont-sur-Rolle;Canton de Vaud;VD;District de Nyon;Mont-sur-Rolle;46,477500;6,337800
1186;Essertines-sur-Rolle;Canton de Vaud;VD;District de Nyon;Essertines-sur-Rolle;46,487000;6,308100
1195;Dully;Canton de Vaud;VD;District de Nyon;Dully;46,431400;6,294600
1196;Gland;Canton de Vaud;VD;District de Nyon;Gland;46,418400;6,269600
1197;Prangins;Canton de Vaud;VD;District de Nyon;Prangins;46,401700;6,256100
1260;Nyon;Canton de Vaud;VD;District de Nyon;Nyon;46,385400;6,226900
1261;Marchissy;Canton de Vaud;VD;District de Nyon;Marchissy;46,493400;6,232200
1262;Eysins;Canton de Vaud;VD;District de Nyon;Eysins;46,379500;6,205400
1263;Crassier;Canton de Vaud;VD;District de Nyon;Crassier;46,375900;6,168700
1264;St-Cergue;Canton de Vaud;VD;District de Nyon;Saint-Cergue;46,450900;6,150300
1265;La Cure;Canton de Vaud;VD;District de Nyon;Saint-Cergue;46,454500;6,095100
1266;Duillier;Canton de Vaud;VD;District de Nyon;Duillier;46,410600;6,231400
1267;Coinsins;Canton de Vaud;VD;District de Nyon;Coinsins;46,425100;6,236600
1268;Begnins;Canton de Vaud;VD;District de Nyon;Begnins;46,444900;6,247300
1269;Bassins;Canton de Vaud;VD;District de Nyon;Bassins;46,487800;6,200000
1270;Trélex;Canton de Vaud;VD;District de Nyon;Trélex;46,418500;6,195100
1271;Givrins;Canton de Vaud;VD;District de Nyon;Givrins;46,433100;6,194300
1272;Genolier;Canton de Vaud;VD;District de Nyon;Genolier;46,434300;6,221800
1273;Arzier;Canton de Vaud;VD;District de Nyon;Arzier;46,523200;6,161100
1274;Grens;Canton de Vaud;VD;District de Nyon;Grens;46,396100;6,191200
1275;Chéserex;Canton de Vaud;VD;District de Nyon;Chéserex;46,410700;6,148200
1276;Gingins;Canton de Vaud;VD;District de Nyon;Gingins;46,421200;6,165900
1277;Borex;Canton de Vaud;VD;District de Nyon;Borex;46,380500;6,182500
1278;La Rippe;Canton de Vaud;VD;District de Nyon;La Rippe;46,404800;6,119900
1279;Chavannes-de-Bogis;Canton de Vaud;VD;District de Nyon;Chavannes-de-Bogis;46,339500;6,153400
1291;Commugny;Canton de Vaud;VD;District de Nyon;Commugny;46,323600;6,164400
1295;Mies;Canton de Vaud;VD;District de Nyon;Mies;46,306100;6,158400
1296;Coppet;Canton de Vaud;VD;District de Nyon;Coppet;46,320700;6,189200
1297;Founex;Canton de Vaud;VD;District de Nyon;Founex;46,336200;6,183700
1299;Crans-près-Céligny;Canton de Vaud;VD;District de Nyon;Crans-près-Céligny;46,363500;6,203200
1015;Lausanne;Canton de Vaud;VD;District de l'Ouest lausannois;Ecublens (VD);46,521100;6,575900
1020;Renens VD;Canton de Vaud;VD;District de l'Ouest lausannois;Renens (VD);46,536400;6,589500
1022;Chavannes-près-Renens;Canton de Vaud;VD;District de l'Ouest lausannois;Chavannes-près-Renens;46,530400;6,576600
1023;Crissier;Canton de Vaud;VD;District de l'Ouest lausannois;Crissier;46,555300;6,577500
1024;Ecublens VD;Canton de Vaud;VD;District de l'Ouest lausannois;Ecublens (VD);46,528700;6,560000
1025;St-Sulpice VD;Canton de Vaud;VD;District de l'Ouest lausannois;Saint-Sulpice (VD);46,513200;6,556200
1029;Villars-Ste-Croix;Canton de Vaud;VD;District de l'Ouest lausannois;Villars-Sainte-Croix;46,565600;6,563300
1030;Bussigny-près-Lausanne;Canton de Vaud;VD;District de l'Ouest lausannois;Bussigny-près-Lausanne;46,554200;6,547400
1658;La Tine;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Rossinière;46,472000;7,047800
1659;Flendruz;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Rougemont;46,514600;7,172000
1660;Château-d'Oex;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Château-d'Oex;46,474900;7,150300
1800;Vevey;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Vevey;46,464300;6,847900
1801;Le Mont-Pèlerin;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Chardonne;46,495400;6,823600
1802;Corseaux;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Corseaux;46,471000;6,823500
1803;Chardonne;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Chardonne;46,477000;6,819800
1804;Corsier-sur-Vevey;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Corsier-sur-Vevey;46,476900;6,850800
1805;Jongny;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Jongny;46,490600;6,846900
1806;St-Légier-La Chiésaz;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Saint-Légier-La Chiésaz;46,500800;6,907500
1807;Blonay;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Blonay;46,475900;6,908300
1808;Les Monts-de-Corsier;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Corsier-sur-Vevey;46,508500;6,874000
1809;Fenil-sur-Corsier;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Corsier-sur-Vevey;46,485800;6,866600
1811;Vevey Services spéciaux;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Vevey;46,450000;6,866700
1814;La Tour-de-Peilz;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;La Tour-de-Peilz;46,455000;6,867700
1815;Clarens;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,446100;6,889800
1816;Chailly-Montreux;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,452900;6,891800
1817;Brent;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,452800;6,903900
1818;Montreux La Redoute;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,450000;6,866700
1820;Territet;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,425300;6,925700
1822;Chernex;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,438200;6,920000
1823;Glion;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,439300;6,933900
1824;Caux;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,442800;6,968600
1832;Villard-sur-Chamby;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,467500;6,931300
1833;Les Avants;Canton de Vaud;VD;District de la Riviera-Pays-d'Enhaut;Montreux;46,466700;6,953900
3900;Brig;Canton du Valais;VS;Bezirk Brig;Brig-Glis;46,289600;7,974500
3901;Rothwald;Canton du Valais;VS;Bezirk Brig;Ried-Brig;46,271500;8,078600
3902;Glis;Canton du Valais;VS;Bezirk Brig;Brig-Glis;46,310300;7,976300
3903;Mund;Canton du Valais;VS;Bezirk Brig;Mund;46,358500;7,921700
3904;Naters;Canton du Valais;VS;Bezirk Brig;Naters;46,337100;7,982300
3907;Simplon Hospiz;Canton du Valais;VS;Bezirk Brig;Simplon;46,191700;8,091700
3911;Ried-Brig;Canton du Valais;VS;Bezirk Brig;Ried-Brig;46,308700;8,023900
3912;Termen;Canton du Valais;VS;Bezirk Brig;Termen;46,330400;8,046000
3913;Rosswald;Canton du Valais;VS;Bezirk Brig;Termen;46,314300;8,078700
3914;Blatten b. Naters;Canton du Valais;VS;Bezirk Brig;Naters;46,363400;7,972000
3939;Eggerberg;Canton du Valais;VS;Bezirk Brig;Eggerberg;46,318700;7,887300
1911;Mayens-de-Chamoson;Canton du Valais;VS;District de Conthey;Chamoson;46,221100;7,182300
1955;Grugnay (Chamoson);Canton du Valais;VS;District de Conthey;Chamoson;46,207800;7,213800
1957;Ardon;Canton du Valais;VS;District de Conthey;Ardon;46,235300;7,238800
1963;Vétroz;Canton du Valais;VS;District de Conthey;Vétroz;46,218400;7,260700
1964;Conthey;Canton du Valais;VS;District de Conthey;Conthey;46,217900;7,302200
1975;St-Séverin;Canton du Valais;VS;District de Conthey;Conthey;46,238700;7,302900
1976;Erde;Canton du Valais;VS;District de Conthey;Conthey;46,287000;7,296400
1993;Clèbes (Nendaz);Canton du Valais;VS;District de Conthey;Nendaz;46,187100;7,337300
1994;Aproz (Nendaz);Canton du Valais;VS;District de Conthey;Nendaz;46,205200;7,310700
1996;Bieudron (Nendaz);Canton du Valais;VS;District de Conthey;Nendaz;46,194000;7,279800
1997;Siviez (Nendaz);Canton du Valais;VS;District de Conthey;Nendaz;46,111300;7,321000
1927;Chemin;Canton du Valais;VS;District d'Entremont;Vollèges;46,087800;7,077800
1933;Chamoille (Sembrancher);Canton du Valais;VS;District d'Entremont;Sembrancher;46,061300;7,155800
1934;Cotterg (Le Châble VS);Canton du Valais;VS;District d'Entremont;Bagnes;46,088300;7,202500
1936;Verbier;Canton du Valais;VS;District d'Entremont;Bagnes;46,098400;7,225200
1937;Orsières;Canton du Valais;VS;District d'Entremont;Orsières;46,028500;7,165000
1938;Champex-Lac;Canton du Valais;VS;District d'Entremont;Orsières;46,038300;7,096100
1941;Cries (Vollèges);Canton du Valais;VS;District d'Entremont;Vollèges;46,093200;7,174900
1942;Levron;Canton du Valais;VS;District d'Entremont;Vollèges;46,103400;7,160300
1943;Praz-de-Fort;Canton du Valais;VS;District d'Entremont;Orsières;45,982700;7,089800
1944;La Fouly VS;Canton du Valais;VS;District d'Entremont;Orsières;45,929400;7,081100
1945;Chandonne (Liddes);Canton du Valais;VS;District d'Entremont;Liddes;46,012500;7,187400
1946;Bourg-St-Pierre;Canton du Valais;VS;District d'Entremont;Bourg-Saint-Pierre;45,916500;7,213900
1947;Bagnes;Canton du Valais;VS;District d'Entremont;Bagnes;46,074800;7,228300
1948;Fionnay;Canton du Valais;VS;District d'Entremont;Bagnes;45,971500;7,364900
3801;Jungfraujoch;Canton du Valais;VS;Bezirk Goms;Fieschertal;46,547400;7,983300
3984;Fiesch;Canton du Valais;VS;Bezirk Goms;Fiesch;46,415000;8,142300
3985;Münster VS;Canton du Valais;VS;Bezirk Goms;Münster-Geschinen;46,483300;8,271200
3988;Ulrichen;Canton du Valais;VS;Bezirk Goms;Obergoms;46,449000;8,325400
3989;Blitzingen;Canton du Valais;VS;Bezirk Goms;Blitzingen;46,442800;8,197900
3994;Lax;Canton du Valais;VS;Bezirk Goms;Lax;46,397900;8,105600
3995;Ernen;Canton du Valais;VS;Bezirk Goms;Ernen;46,399000;8,156100
3996;Binn;Canton du Valais;VS;Bezirk Goms;Binn;46,358600;8,219600
3997;Bellwald;Canton du Valais;VS;Bezirk Goms;Bellwald;46,443300;8,156800
3998;Gluringen;Canton du Valais;VS;Bezirk Goms;Reckingen-Gluringen;46,473700;8,219100
3999;Oberwald;Canton du Valais;VS;Bezirk Goms;Obergoms;46,572700;8,396200
1966;Blignoud (Ayent);Canton du Valais;VS;District d'Hérens;Ayent;46,271400;7,397200
1969;Trogne (St-Martin);Canton du Valais;VS;District d'Hérens;Saint-Martin;46,174100;7,472100
1972;Anzère;Canton du Valais;VS;District d'Hérens;Ayent;46,335600;7,409900
1981;Vex;Canton du Valais;VS;District d'Hérens;Vex;46,208900;7,397200
1982;Euseigne;Canton du Valais;VS;District d'Hérens;Hérémence;46,144000;7,429400
1983;Lana (Evolène);Canton du Valais;VS;District d'Hérens;Evolène;46,109900;7,453100
1984;Les Haudères;Canton du Valais;VS;District d'Hérens;Evolène;46,079000;7,475700
1985;La Forclaz VS;Canton du Valais;VS;District d'Hérens;Evolène;46,130600;7,452800
1986;Arolla;Canton du Valais;VS;District d'Hérens;Evolène;46,016300;7,518200
1987;Hérémence;Canton du Valais;VS;District d'Hérens;Hérémence;46,074600;7,393600
1988;Thyon;Canton du Valais;VS;District d'Hérens;Vex;46,176000;7,375100
1992;Les Agettes;Canton du Valais;VS;District d'Hérens;Les Agettes;46,206700;7,371600
3945;Niedergampel;Canton du Valais;VS;Bezirk Leuk;Gampel-Bratsch;46,318000;7,712300
3946;Gruben;Canton du Valais;VS;Bezirk Leuk;Ergisch;46,206100;7,703800
3947;Ergisch;Canton du Valais;VS;Bezirk Leuk;Ergisch;46,253400;7,730500
3948;Oberems;Canton du Valais;VS;Bezirk Leuk;Oberems;46,158500;7,703700
3951;Agarn;Canton du Valais;VS;Bezirk Leuk;Agarn;46,275600;7,664200
3952;Susten;Canton du Valais;VS;Bezirk Leuk;Leuk;46,282600;7,626900
3953;Varen;Canton du Valais;VS;Bezirk Leuk;Varen;46,320400;7,592800
3954;Leukerbad;Canton du Valais;VS;Bezirk Leuk;Leukerbad;46,398300;7,615300
3955;Albinen;Canton du Valais;VS;Bezirk Leuk;Albinen;46,353600;7,643100
3956;Guttet-Feschel;Canton du Valais;VS;Bezirk Leuk;Guttet-Feschel;46,346000;7,676100
3957;Bratsch;Canton du Valais;VS;Bezirk Leuk;Gampel-Bratsch;46,321600;7,705400
3970;Salgesch;Canton du Valais;VS;Bezirk Leuk;Salgesch;46,314200;7,572200
1906;Charrat;Canton du Valais;VS;Martigny;Charrat;46,120500;7,133600
1907;Saxon;Canton du Valais;VS;Martigny;Saxon;46,137600;7,182100
1908;Riddes;Canton du Valais;VS;Martigny;Riddes;46,167100;7,215300
1912;Montagnon (Leytron);Canton du Valais;VS;Martigny;Leytron;46,191700;7,192300
1913;Saillon;Canton du Valais;VS;Martigny;Saillon;46,179900;7,149100
1914;Auddes-sur-Riddes;Canton du Valais;VS;Martigny;Riddes;46,156800;7,238400
1918;La Tzoumaz;Canton du Valais;VS;Martigny;Riddes;46,133800;7,246700
1919;Martigny Groupe Mutuel;Canton du Valais;VS;Martigny;Martigny;46,107200;7,081000
1920;Martigny;Canton du Valais;VS;Martigny;Martigny;46,106300;7,099300
1921;Martigny-Croix;Canton du Valais;VS;Martigny;Martigny-Combe;46,061500;7,030600
1926;Fully;Canton du Valais;VS;Martigny;Fully;46,155100;7,117200
1928;Ravoire;Canton du Valais;VS;Martigny;Martigny-Combe;46,099000;7,040600
1929;Trient;Canton du Valais;VS;Martigny;Trient;46,034600;6,996700
1932;Les Valettes (Bovernier);Canton du Valais;VS;Martigny;Bovernier;46,077200;7,073200
1868;Collombey;Canton du Valais;VS;District de Monthey;Collombey-Muraz;46,260600;6,933200
1870;Monthey;Canton du Valais;VS;District de Monthey;Monthey;46,239900;6,889300
1871;Choëx;Canton du Valais;VS;District de Monthey;Monthey;46,239500;6,954500
1872;Troistorrents;Canton du Valais;VS;District de Monthey;Troistorrents;46,228200;6,904400
1873;Champoussin;Canton du Valais;VS;District de Monthey;Val-d'Illiez;46,206500;6,859200
1874;Champéry;Canton du Valais;VS;District de Monthey;Champéry;46,159700;6,849100
1875;Morgins;Canton du Valais;VS;District de Monthey;Troistorrents;46,241100;6,868600
1893;Collombey;Canton du Valais;VS;District de Monthey;Collombey-Muraz;46,288000;6,899000
1895;Vionnaz;Canton du Valais;VS;District de Monthey;Vionnaz;46,306900;6,899500
1896;Vouvry;Canton du Valais;VS;District de Monthey;Vouvry;46,335000;6,901700
1897;Bouveret;Canton du Valais;VS;District de Monthey;Port-Valais;46,374100;6,853000
1898;St-Gingolph;Canton du Valais;VS;District de Monthey;Saint-Gingolph;46,383700;6,812600
1899;Torgon;Canton du Valais;VS;District de Monthey;Vionnaz;46,306900;6,854200
3916;Ferden;Canton du Valais;VS;Bezirk Raron;Ferden;46,391100;7,741200
3917;Goppenstein;Canton du Valais;VS;Bezirk Raron;Ferden;46,367700;7,756000
3918;Wiler (Lötschen);Canton du Valais;VS;Bezirk Raron;Wiler (Lötschen);46,407400;7,787000
3919;Blatten (Lötschen);Canton du Valais;VS;Bezirk Raron;Blatten;46,443800;7,856800
3935;Bürchen;Canton du Valais;VS;Bezirk Raron;Bürchen;46,271300;7,821300
3938;Ausserberg;Canton du Valais;VS;Bezirk Raron;Ausserberg;46,328300;7,850300
3940;Steg VS;Canton du Valais;VS;Bezirk Raron;Steg-Hohtenn;46,354400;7,765700
3942;Raron;Canton du Valais;VS;Bezirk Raron;Raron;46,356200;7,824200
3943;Eischoll;Canton du Valais;VS;Bezirk Raron;Eischoll;46,282500;7,764900
3944;Unterbach;Canton du Valais;VS;Bezirk Raron;Unterbäch;46,246500;7,774500
3949;Hohtenn;Canton du Valais;VS;Bezirk Raron;Steg-Hohtenn;46,330600;7,765900
3982;Bitsch;Canton du Valais;VS;Bezirk Raron;Bitsch;46,339700;8,013000
3983;Goppisberg;Canton du Valais;VS;Bezirk Raron;Riederalp;46,371400;8,049000
3986;Ried-Mörel;Canton du Valais;VS;Bezirk Raron;Riederalp;46,353500;8,028300
3987;Riederalp;Canton du Valais;VS;Bezirk Raron;Riederalp;46,381200;8,030300
3991;Betten;Canton du Valais;VS;Bezirk Raron;Betten;46,376700;8,066000
3992;Bettmeralp;Canton du Valais;VS;Bezirk Raron;Betten;46,427200;8,077900
3993;Grengiols;Canton du Valais;VS;Bezirk Raron;Grengiols;46,343600;8,136300
1869;Massongex;Canton du Valais;VS;District de Saint-Maurice;Massongex;46,240100;6,985100
1890;Mex VS;Canton du Valais;VS;District de Saint-Maurice;Mex (VS);46,186900;6,989300
1891;Vérossaz;Canton du Valais;VS;District de Saint-Maurice;Vérossaz;46,204700;6,971700
1902;Evionnaz;Canton du Valais;VS;District de Saint-Maurice;Evionnaz;46,152900;6,954400
1903;Collonges;Canton du Valais;VS;District de Saint-Maurice;Collonges;46,179800;7,057000
1904;Vernayaz;Canton du Valais;VS;District de Saint-Maurice;Vernayaz;46,143400;7,030700
1905;Dorénaz;Canton du Valais;VS;District de Saint-Maurice;Dorénaz;46,148300;7,060500
1922;Les Granges (Salvan);Canton du Valais;VS;District de Saint-Maurice;Salvan;46,133800;6,977400
1923;Le Trétien;Canton du Valais;VS;District de Saint-Maurice;Salvan;46,095100;6,993700
1925;Finhaut;Canton du Valais;VS;District de Saint-Maurice;Finhaut;46,071700;6,934900
1958;St-Léonard;Canton du Valais;VS;District de Sierre;Saint-Léonard;46,256200;7,428700
1977;Icogne;Canton du Valais;VS;District de Sierre;Icogne;46,342600;7,456500
