Postal Code;Place Name;State;State Abbreviation;County;City;Latitude;Longitude
5000;Aarau;Kanton Aargau;AG;Bezirk Aarau;Aarau;47,389000;8,048700
5001;Aarau;Kanton Aargau;AG;Bezirk Aarau;Aarau;47,392200;8,049700
5004;Aarau;Kanton Aargau;AG;Bezirk Aarau;Aarau;47,400500;8,060600
5017;Barmelweid;Kanton Aargau;AG;Bezirk Aarau;Erlinsbach (AG);47,421600;7,97000
5018;Erlinsbach;Kanton Aargau;AG;Bezirk Aarau;Erlinsbach (AG);47,412600;8,008900
5022;Rombach;Kanton Aargau;AG;Bezirk Aarau;Küttigen;47,405700;8,046600
5023;Biberstein;Kanton Aargau;AG;Bezirk Aarau;Biberstein;47,419500;8,082700
5024;Küttigen;Kanton Aargau;AG;Bezirk Aarau;Küttigen;47,420400;8,046100
5025;Asp;Kanton Aargau;AG;Bezirk Aarau;Densbüren;47,441800;8,053900
5026;Densbüren;Kanton Aargau;AG;Bezirk Aarau;Densbüren;47,455500;8,057200
5032;Aarau Rohr;Kanton Aargau;AG;Bezirk Aarau;Aarau;47,404500;8,080700
5033;Buchs AG;Kanton Aargau;AG;Bezirk Aarau;Buchs (AG);47,393100;8,075600
5034;Suhr;Kanton Aargau;AG;Bezirk Aarau;Suhr;47,374700;8,085900
5035;Unterentfelden;Kanton Aargau;AG;Bezirk Aarau;Unterentfelden;47,368600;8,041200
5036;Oberentfelden;Kanton Aargau;AG;Bezirk Aarau;Oberentfelden;47,354100;8,039600
5037;Muhen;Kanton Aargau;AG;Bezirk Aarau;Muhen;47,334100;8,063200
5042;Hirschthal;Kanton Aargau;AG;Bezirk Aarau;Hirschthal;47,317500;8,067800
5722;Gränichen;Kanton Aargau;AG;Bezirk Aarau;Gränichen;47,354300;8,105700
5300;Turgi;Kanton Aargau;AG;Bezirk Baden;Turgi;47,493400;8,252500
5301;Siggenthal Station;Kanton Aargau;AG;Bezirk Baden;Untersiggenthal;47,514900;8,239800
5303;Würenlingen;Kanton Aargau;AG;Bezirk Baden;Würenlingen;47,531000;8,247700
5400;Baden;Kanton Aargau;AG;Bezirk Baden;Baden;47,471600;8,292500
5401;Baden;Kanton Aargau;AG;Bezirk Baden;Baden;47,466700;8,300000
5402;Baden;Kanton Aargau;AG;Bezirk Baden;Baden;47,466700;8,300000
5404;Baden;Kanton Aargau;AG;Bezirk Baden;Baden;47,454100;8,278200
5405;Dättwil AG;Kanton Aargau;AG;Bezirk Baden;Baden;47,454500;8,284300
5406;Rütihof;Kanton Aargau;AG;Bezirk Baden;Baden;47,438300;8,265800
5408;Ennetbaden;Kanton Aargau;AG;Bezirk Baden;Ennetbaden;47,479800;8,327700
5412;Gebenstorf;Kanton Aargau;AG;Bezirk Baden;Gebenstorf;47,480000;8,244000
5413;Birmenstorf AG;Kanton Aargau;AG;Bezirk Baden;Birmenstorf (AG);47,451700;8,266800
5415;Nussbaumen AG;Kanton Aargau;AG;Bezirk Baden;Obersiggenthal;47,495400;8,295600
5416;Kirchdorf AG;Kanton Aargau;AG;Bezirk Baden;Obersiggenthal;47,499500;8,279800
5417;Untersiggenthal;Kanton Aargau;AG;Bezirk Baden;Untersiggenthal;47,503800;8,256200
5420;Ehrendingen;Kanton Aargau;AG;Bezirk Baden;Ehrendingen;47,495600;8,344600
5423;Freienwil;Kanton Aargau;AG;Bezirk Baden;Freienwil;47,498400;8,320500
5430;Wettingen;Kanton Aargau;AG;Bezirk Baden;Wettingen;47,462900;8,332100
5431;Wettingen Sonderdienste;Kanton Aargau;AG;Bezirk Baden;Wettingen;47,455600;8,333300
5432;Neuenhof;Kanton Aargau;AG;Bezirk Baden;Neuenhof;47,444600;8,325300
5436;Würenlos;Kanton Aargau;AG;Bezirk Baden;Würenlos;47,447400;8,362200
5442;Fislisbach;Kanton Aargau;AG;Bezirk Baden;Fislisbach;47,436400;8,290600
5443;Niederrohrdorf;Kanton Aargau;AG;Bezirk Baden;Niederrohrdorf;47,422800;8,301900
5444;Künten;Kanton Aargau;AG;Bezirk Baden;Künten;47,389100;8,326400
5452;Oberrohrdorf;Kanton Aargau;AG;Bezirk Baden;Oberrohrdorf;47,423900;8,322800
5453;Remetschwil;Kanton Aargau;AG;Bezirk Baden;Remetschwil;47,407300;8,335100
5454;Bellikon;Kanton Aargau;AG;Bezirk Baden;Bellikon;47,391900;8,348300
5506;Mägenwil;Kanton Aargau;AG;Bezirk Baden;Mägenwil;47,413800;8,233500
5507;Mellingen;Kanton Aargau;AG;Bezirk Baden;Mellingen;47,420500;8,272700
5512;Wohlenschwil;Kanton Aargau;AG;Bezirk Baden;Wohlenschwil;47,418200;8,252900
5608;Stetten AG;Kanton Aargau;AG;Bezirk Baden;Stetten (AG);47,403600;8,302300
8109;Kloster Fahr;Kanton Aargau;AG;Bezirk Baden;Würenlos;47,408300;8,439100
8956;Killwangen;Kanton Aargau;AG;Bezirk Baden;Killwangen;47,427500;8,340900
8957;Spreitenbach;Kanton Aargau;AG;Bezirk Baden;Spreitenbach;47,417400;8,366600
8962;Bergdietikon;Kanton Aargau;AG;Bezirk Baden;Bergdietikon;47,388500;8,379300
5445;Eggenwil;Kanton Aargau;AG;Bezirk Bremgarten;Eggenwil;47,371100;8,338000
5522;Tägerig;Kanton Aargau;AG;Bezirk Bremgarten;Tägerig;47,397600;8,278900
5524;Nesselnbach;Kanton Aargau;AG;Bezirk Bremgarten;Niederwil (AG);47,392900;8,294300
5525;Fischbach-Göslikon;Kanton Aargau;AG;Bezirk Bremgarten;Fischbach-Göslikon;47,368700;8,312100
5605;Dottikon;Kanton Aargau;AG;Bezirk Bremgarten;Dottikon;47,374700;8,245400
5607;Hägglingen;Kanton Aargau;AG;Bezirk Bremgarten;Hägglingen;47,390800;8,256900
5610;Wohlen AG;Kanton Aargau;AG;Bezirk Bremgarten;Wohlen (AG);47,350700;8,285900
5611;Anglikon;Kanton Aargau;AG;Bezirk Bremgarten;Wohlen (AG);47,365100;8,261800
5612;Villmergen;Kanton Aargau;AG;Bezirk Bremgarten;Villmergen;47,347900;8,238700
5613;Hilfikon;Kanton Aargau;AG;Bezirk Bremgarten;Villmergen;47,330800;8,243600
5614;Sarmenstorf;Kanton Aargau;AG;Bezirk Bremgarten;Sarmenstorf;47,311200;8,250900
5619;Uezwil;Kanton Aargau;AG;Bezirk Bremgarten;Uezwil;47,314800;8,277200
5620;Bremgarten AG;Kanton Aargau;AG;Bezirk Bremgarten;Bremgarten (AG);47,355000;8,329400
5621;Zufikon;Kanton Aargau;AG;Bezirk Bremgarten;Zufikon;47,347100;8,356600
5626;Hermetschwil-Staffeln;Kanton Aargau;AG;Bezirk Bremgarten;Hermetschwil-Staffeln;47,329900;8,346800
8905;Arni AG;Kanton Aargau;AG;Bezirk Bremgarten;Arni (AG);47,315400;8,419600
8916;Jonen;Kanton Aargau;AG;Bezirk Bremgarten;Jonen;47,299700;8,400800
8917;Oberlunkhofen;Kanton Aargau;AG;Bezirk Bremgarten;Oberlunkhofen;47,313200;8,400100
8918;Unterlunkhofen;Kanton Aargau;AG;Bezirk Bremgarten;Unterlunkhofen;47,322600;8,391600
8964;Rudolfstetten;Kanton Aargau;AG;Bezirk Bremgarten;Rudolfstetten-Friedlisberg;47,368300;8,387800
8965;Berikon;Kanton Aargau;AG;Bezirk Bremgarten;Berikon;47,353100;8,386900
8966;Oberwil-Lieli;Kanton Aargau;AG;Bezirk Bremgarten;Oberwil-Lieli;47,339800;8,391500
8967;Widen;Kanton Aargau;AG;Bezirk Bremgarten;Widen;47,369300;8,356800
5076;Bözen;Kanton Aargau;AG;Bezirk Brugg;Bözen;47,495700;8,089100
5077;Elfingen;Kanton Aargau;AG;Bezirk Brugg;Elfingen;47,510100;8,102600
5078;Effingen;Kanton Aargau;AG;Bezirk Brugg;Effingen;47,493400;8,112700
5105;Auenstein;Kanton Aargau;AG;Bezirk Brugg;Auenstein;47,418600;8,130600
5106;Veltheim AG;Kanton Aargau;AG;Bezirk Brugg;Veltheim (AG);47,432300;8,146900
5107;Schinznach Dorf;Kanton Aargau;AG;Bezirk Brugg;Schinznach-Dorf;47,455000;8,132600
5108;Oberflachs;Kanton Aargau;AG;Bezirk Brugg;Oberflachs;47,437600;8,123300
5112;Thalheim AG;Kanton Aargau;AG;Bezirk Brugg;Thalheim (AG);47,440800;8,090700
5116;Schinznach Bad;Kanton Aargau;AG;Bezirk Brugg;Schinznach-Bad;47,453600;8,169800
5200;Brugg AG;Kanton Aargau;AG;Bezirk Brugg;Brugg;47,482800;8,203700
5201;Brugg AG;Kanton Aargau;AG;Bezirk Brugg;Brugg;47,490500;8,185700
5210;Windisch;Kanton Aargau;AG;Bezirk Brugg;Windisch;47,476400;8,220200
5212;Hausen AG;Kanton Aargau;AG;Bezirk Brugg;Hausen (AG);47,462800;8,208300
5213;Villnachern;Kanton Aargau;AG;Bezirk Brugg;Villnachern;47,470700;8,157500
5222;Umiken;Kanton Aargau;AG;Bezirk Brugg;Brugg;47,480800;8,185100
5223;Riniken;Kanton Aargau;AG;Bezirk Brugg;Riniken;47,494700;8,186300
5224;Gallenkirch;Kanton Aargau;AG;Bezirk Brugg;Gallenkirch;47,480000;8,122700
5225;Oberbözberg;Kanton Aargau;AG;Bezirk Brugg;Oberbözberg;47,501900;8,153200
5232;Villigen PSI;Kanton Aargau;AG;Bezirk Brugg;Villigen;47,516700;8,208300
5233;Stilli;Kanton Aargau;AG;Bezirk Brugg;Villigen;47,518500;8,231300
5234;Villigen;Kanton Aargau;AG;Bezirk Brugg;Villigen;47,529400;8,197400
5235;Rüfenach AG;Kanton Aargau;AG;Bezirk Brugg;Rüfenach;47,504000;8,212500
5236;Remigen;Kanton Aargau;AG;Bezirk Brugg;Remigen;47,516900;8,179500
5237;Mönthal;Kanton Aargau;AG;Bezirk Brugg;Mönthal;47,515400;8,135600
5242;Birr;Kanton Aargau;AG;Bezirk Brugg;Birr;47,432600;8,211200
5243;Mülligen;Kanton Aargau;AG;Bezirk Brugg;Mülligen;47,452400;8,240600
5244;Birrhard;Kanton Aargau;AG;Bezirk Brugg;Birrhard;47,435800;8,243100
5245;Habsburg;Kanton Aargau;AG;Bezirk Brugg;Habsburg;47,461800;8,185800
5246;Scherz;Kanton Aargau;AG;Bezirk Brugg;Scherz;47,448600;8,187700
5318;Mandach;Kanton Aargau;AG;Bezirk Brugg;Mandach;47,551800;8,188500
5040;Schöftland;Kanton Aargau;AG;Bezirk Kulm;Schöftland;47,306100;8,058100
5043;Holziken;Kanton Aargau;AG;Bezirk Kulm;Holziken;47,319800;8,033400
5044;Schlossrued;Kanton Aargau;AG;Bezirk Kulm;Schlossrued;47,287300;8,090700
5046;Walde AG;Kanton Aargau;AG;Bezirk Kulm;Schmiedrued;47,254000;8,116400
5708;Birrwil;Kanton Aargau;AG;Bezirk Kulm;Birrwil;47,292000;8,197700
5712;Beinwil am See;Kanton Aargau;AG;Bezirk Kulm;Beinwil am See;47,264900;8,207600
5723;Teufenthal AG;Kanton Aargau;AG;Bezirk Kulm;Teufenthal (AG);47,328600;8,128500
5724;Dürrenäsch;Kanton Aargau;AG;Bezirk Kulm;Dürrenäsch;47,319200;8,152600
5725;Leutwil;Kanton Aargau;AG;Bezirk Kulm;Leutwil;47,307700;8,174000
5726;Unterkulm;Kanton Aargau;AG;Bezirk Kulm;Unterkulm;47,319000;8,109300
5727;Oberkulm;Kanton Aargau;AG;Bezirk Kulm;Oberkulm;47,297100;8,124200
5728;Gontenschwil;Kanton Aargau;AG;Bezirk Kulm;Gontenschwil;47,267700;8,143100
5732;Zetzwil;Kanton Aargau;AG;Bezirk Kulm;Zetzwil;47,288800;8,159500
5733;Leimbach AG;Kanton Aargau;AG;Bezirk Kulm;Leimbach (AG);47,274600;8,168000
5734;Reinach AG;Kanton Aargau;AG;Bezirk Kulm;Reinach (AG);47,263500;8,174800
5736;Burg AG;Kanton Aargau;AG;Bezirk Kulm;Burg (AG);47,234200;8,178700
5737;Menziken;Kanton Aargau;AG;Bezirk Kulm;Menziken;47,235900;8,193700
4333;Münchwilen AG;Kanton Aargau;AG;Bezirk Laufenburg;Münchwilen (AG);47,535400;7,962300
4334;Sisseln AG;Kanton Aargau;AG;Bezirk Laufenburg;Sisseln;47,551200;7,982800
5027;Herznach;Kanton Aargau;AG;Bezirk Laufenburg;Herznach;47,472500;8,047900
5028;Ueken;Kanton Aargau;AG;Bezirk Laufenburg;Ueken;47,486600;8,044300
5062;Oberhof;Kanton Aargau;AG;Bezirk Laufenburg;Oberhof;47,442100;8,008300
5063;Wölflinswil;Kanton Aargau;AG;Bezirk Laufenburg;Wölflinswil;47,464300;8,002100
5064;Wittnau;Kanton Aargau;AG;Bezirk Laufenburg;Wittnau;47,477200;7,968200
5070;Frick;Kanton Aargau;AG;Bezirk Laufenburg;Frick;47,507900;8,012000
5072;Oeschgen;Kanton Aargau;AG;Bezirk Laufenburg;Oeschgen;47,524900;8,017900
5073;Gipf-Oberfrick;Kanton Aargau;AG;Bezirk Laufenburg;Gipf-Oberfrick;47,489700;8,006600
5074;Eiken;Kanton Aargau;AG;Bezirk Laufenburg;Eiken;47,538400;7,990000
5075;Hornussen;Kanton Aargau;AG;Bezirk Laufenburg;Hornussen;47,499700;8,066600
5079;Zeihen;Kanton Aargau;AG;Bezirk Laufenburg;Zeihen;47,469100;8,093200
5080;Laufenburg;Kanton Aargau;AG;Bezirk Laufenburg;Laufenburg;47,556500;8,059800
5082;Kaisten;Kanton Aargau;AG;Bezirk Laufenburg;Kaisten;47,536500;8,042800
5083;Ittenthal;Kanton Aargau;AG;Bezirk Laufenburg;Kaisten;47,518000;8,060900
5084;Rheinsulz;Kanton Aargau;AG;Bezirk Laufenburg;Laufenburg;47,553300;8,085900
5085;Sulz AG;Kanton Aargau;AG;Bezirk Laufenburg;Laufenburg;47,534900;8,099000
5272;Gansingen;Kanton Aargau;AG;Bezirk Laufenburg;Gansingen;47,538900;8,131800
5326;Schwaderloch;Kanton Aargau;AG;Bezirk Laufenburg;Schwaderloch;47,584300;8,142700
5102;Rupperswil;Kanton Aargau;AG;Bezirk Lenzburg;Rupperswil;47,403100;8,133700
5103;Möriken AG;Kanton Aargau;AG;Bezirk Lenzburg;Möriken-Wildegg;47,415500;8,192500
5113;Holderbank AG;Kanton Aargau;AG;Bezirk Lenzburg;Holderbank (AG);47,430500;8,173500
5502;Hunzenschwil;Kanton Aargau;AG;Bezirk Lenzburg;Hunzenschwil;47,382700;8,122200
5503;Schafisheim;Kanton Aargau;AG;Bezirk Lenzburg;Schafisheim;47,375300;8,138300
5504;Othmarsingen;Kanton Aargau;AG;Bezirk Lenzburg;Othmarsingen;47,402900;8,215900
5505;Brunegg;Kanton Aargau;AG;Bezirk Lenzburg;Brunegg;47,421100;8,218600
5510;Hunzenschwil Dist Ba;Kanton Aargau;AG;Bezirk Lenzburg;Hunzenschwil;47,400000;8,205600
5600;Ammerswil AG;Kanton Aargau;AG;Bezirk Lenzburg;Ammerswil;47,368100;8,206200
5601;Lenzburg Sonderdienste;Kanton Aargau;AG;Bezirk Lenzburg;Lenzburg;47,383300;8,210000
5603;Staufen;Kanton Aargau;AG;Bezirk Lenzburg;Staufen;47,376300;8,159000
5604;Hendschiken;Kanton Aargau;AG;Bezirk Lenzburg;Hendschiken;47,384600;8,216500
5606;Dintikon;Kanton Aargau;AG;Bezirk Lenzburg;Dintikon;47,361100;8,221500
5615;Fahrwangen;Kanton Aargau;AG;Bezirk Lenzburg;Fahrwangen;47,294500;8,237900
5616;Meisterschwanden;Kanton Aargau;AG;Bezirk Lenzburg;Meisterschwanden;47,290300;8,224600
5617;Tennwil;Kanton Aargau;AG;Bezirk Lenzburg;Meisterschwanden;47,304600;8,218800
5702;Niederlenz;Kanton Aargau;AG;Bezirk Lenzburg;Niederlenz;47,404600;8,167800
5703;Seon;Kanton Aargau;AG;Bezirk Lenzburg;Seon;47,348700;8,158900
5704;Egliswil;Kanton Aargau;AG;Bezirk Lenzburg;Egliswil;47,351700;8,192100
5705;Hallwil;Kanton Aargau;AG;Bezirk Lenzburg;Hallwil;47,328000;8,176600
5706;Boniswil;Kanton Aargau;AG;Bezirk Lenzburg;Boniswil;47,310100;8,194600
5707;Seengen;Kanton Aargau;AG;Bezirk Lenzburg;Seengen;47,327300;8,205800
5618;Bettwil;Kanton Aargau;AG;Bezirk Muri;Bettwil;47,292800;8,270800
5622;Waltenschwil;Kanton Aargau;AG;Bezirk Muri;Waltenschwil;47,334100;8,296900
5623;Boswil;Kanton Aargau;AG;Bezirk Muri;Boswil;47,298600;8,312300
5624;Waldhäusern AG;Kanton Aargau;AG;Bezirk Muri;Bünzen;47,327300;8,318100
5625;Kallern;Kanton Aargau;AG;Bezirk Muri;Kallern;47,312000;8,289700
5627;Besenbüren;Kanton Aargau;AG;Bezirk Muri;Besenbüren;47,312000;8,344600
5628;Aristau;Kanton Aargau;AG;Bezirk Muri;Aristau;47,290200;8,363200
5630;Muri AG;Kanton Aargau;AG;Bezirk Muri;Muri (AG);47,273300;8,338600
5632;Buttwil;Kanton Aargau;AG;Bezirk Muri;Buttwil;47,269600;8,305400
5634;Merenschwand;Kanton Aargau;AG;Bezirk Muri;Merenschwand;47,264000;8,384400
5636;Benzenschwil;Kanton Aargau;AG;Bezirk Muri;Benzenschwil;47,246600;8,364600
5637;Beinwil (Freiamt);Kanton Aargau;AG;Bezirk Muri;Beinwil (Freiamt);47,229200;8,343800
5642;Mühlau;Kanton Aargau;AG;Bezirk Muri;Mühlau;47,230500;8,394500
5643;Alikon;Kanton Aargau;AG;Bezirk Muri;Sins;47,194900;8,350300
5644;Auw;Kanton Aargau;AG;Bezirk Muri;Auw;47,217400;8,367900
5645;Fenkrieden;Kanton Aargau;AG;Bezirk Muri;Sins;47,159200;8,370800
5646;Abtwil AG;Kanton Aargau;AG;Bezirk Muri;Abtwil;47,173200;8,352700
5647;Oberrüti;Kanton Aargau;AG;Bezirk Muri;Oberrüti;47,165000;8,397400
6042;Dietwil;Kanton Aargau;AG;Bezirk Muri;Dietwil;47,149600;8,396700
8919;Rottenschwil;Kanton Aargau;AG;Bezirk Muri;Rottenschwil;47,314700;8,365800
4303;Kaiseraugst;Kanton Aargau;AG;Bezirk Rheinfelden;Kaiseraugst;47,535700;7,741700
4305;Olsberg;Kanton Aargau;AG;Bezirk Rheinfelden;Olsberg;47,522900;7,784200
4310;Rheinfelden;Kanton Aargau;AG;Bezirk Rheinfelden;Rheinfelden;47,560300;7,815500
4312;Magden;Kanton Aargau;AG;Bezirk Rheinfelden;Magden;47,518700;7,809100
4313;Möhlin;Kanton Aargau;AG;Bezirk Rheinfelden;Möhlin;47,568200;7,858100
4314;Zeiningen;Kanton Aargau;AG;Bezirk Rheinfelden;Zeiningen;47,544600;7,876200
4315;Zuzgen;Kanton Aargau;AG;Bezirk Rheinfelden;Zuzgen;47,523500;7,904100
4316;Hellikon;Kanton Aargau;AG;Bezirk Rheinfelden;Hellikon;47,508800;7,917500
4317;Wegenstetten;Kanton Aargau;AG;Bezirk Rheinfelden;Wegenstetten;47,496400;7,934000
4322;Mumpf;Kanton Aargau;AG;Bezirk Rheinfelden;Mumpf;47,544800;7,918000
4323;Wallbach;Kanton Aargau;AG;Bezirk Rheinfelden;Wallbach;47,569600;7,894800
4324;Obermumpf;Kanton Aargau;AG;Bezirk Rheinfelden;Obermumpf;47,528200;7,938700
4325;Schupfart;Kanton Aargau;AG;Bezirk Rheinfelden;Schupfart;47,513900;7,963100
4332;Stein AG;Kanton Aargau;AG;Bezirk Rheinfelden;Stein (AG);47,540500;7,949800
4663;Aarburg;Kanton Aargau;AG;Bezirk Zofingen;Aarburg;47,320500;7,899300
4665;Oftringen;Kanton Aargau;AG;Bezirk Zofingen;Oftringen;47,313100;7,942400
4800;Zofingen;Kanton Aargau;AG;Bezirk Zofingen;Zofingen;47,287400;7,957700
4801;Zofingen Ringier AG;Kanton Aargau;AG;Bezirk Zofingen;Zofingen;47,266700;7,930000
4802;Strengelbach;Kanton Aargau;AG;Bezirk Zofingen;Strengelbach;47,283100;7,923600
4803;Vordemwald;Kanton Aargau;AG;Bezirk Zofingen;Vordemwald;47,271300;7,893100
4805;Brittnau;Kanton Aargau;AG;Bezirk Zofingen;Brittnau;47,256100;7,928600
4807;Zofingen PostFinance;Kanton Aargau;AG;Bezirk Zofingen;Zofingen;47,288800;7,963300
4808;Zofingen PostFinance;Kanton Aargau;AG;Bezirk Zofingen;Zofingen;47,288800;7,963300
4809;Zofingen Postfinance UBS;Kanton Aargau;AG;Bezirk Zofingen;Zofingen;47,288800;7,963300
4812;Mühlethal;Kanton Aargau;AG;Bezirk Zofingen;Zofingen;47,299600;7,977000
4813;Uerkheim;Kanton Aargau;AG;Bezirk Zofingen;Uerkheim;47,303400;8,010900
4814;Bottenwil;Kanton Aargau;AG;Bezirk Zofingen;Bottenwil;47,283300;7,999100
4852;Rothrist;Kanton Aargau;AG;Bezirk Zofingen;Rothrist;47,298000;7,885700
4853;Murgenthal;Kanton Aargau;AG;Bezirk Zofingen;Murgenthal;47,267700;7,836200
4856;Glashütten;Kanton Aargau;AG;Bezirk Zofingen;Murgenthal;47,250100;7,856100
5053;Staffelbach;Kanton Aargau;AG;Bezirk Zofingen;Staffelbach;47,281800;8,036900
5054;Kirchleerau;Kanton Aargau;AG;Bezirk Zofingen;Kirchleerau;47,276800;8,073100
5056;Attelwil;Kanton Aargau;AG;Bezirk Zofingen;Attelwil;47,262900;8,038100
5057;Reitnau;Kanton Aargau;AG;Bezirk Zofingen;Reitnau;47,252000;8,037000
5058;Wiliberg;Kanton Aargau;AG;Bezirk Zofingen;Wiliberg;47,266300;8,016400
5742;Kölliken;Kanton Aargau;AG;Bezirk Zofingen;Kölliken;47,334000;8,023000
5745;Safenwil;Kanton Aargau;AG;Bezirk Zofingen;Safenwil;47,321300;7,986300
5304;Endingen;Kanton Aargau;AG;Bezirk Zurzach;Endingen;47,527300;8,293900
5305;Unterendingen;Kanton Aargau;AG;Bezirk Zurzach;Unterendingen;47,545800;8,294700
5306;Tegerfelden;Kanton Aargau;AG;Bezirk Zurzach;Tegerfelden;47,560600;8,285600
5312;Döttingen;Kanton Aargau;AG;Bezirk Zurzach;Döttingen;47,554700;8,251200
5313;Klingnau;Kanton Aargau;AG;Bezirk Zurzach;Klingnau;47,588600;8,249200
5314;Kleindöttingen;Kanton Aargau;AG;Bezirk Zurzach;Böttstein;47,569800;8,237700
5315;Böttstein;Kanton Aargau;AG;Bezirk Zurzach;Böttstein;47,553000;8,218000
5316;Felsenau AG;Kanton Aargau;AG;Bezirk Zurzach;Leuggern;47,605600;8,218400
5317;Hettenschwil;Kanton Aargau;AG;Bezirk Zurzach;Leuggern;47,572400;8,192600
5322;Koblenz;Kanton Aargau;AG;Bezirk Zurzach;Koblenz;47,604700;8,242500
5323;Rietheim;Kanton Aargau;AG;Bezirk Zurzach;Rietheim;47,598700;8,271800
5324;Full-Reuenthal;Kanton Aargau;AG;Bezirk Zurzach;Full-Reuenthal;47,607600;8,203000
5325;Leibstadt;Kanton Aargau;AG;Bezirk Zurzach;Leibstadt;47,587100;8,177200
5330;Bad Zurzach;Kanton Aargau;AG;Bezirk Zurzach;Bad Zurzach;47,592000;8,294800
5332;Rekingen AG;Kanton Aargau;AG;Bezirk Zurzach;Rekingen (AG);47,567900;8,321400
5333;Baldingen;Kanton Aargau;AG;Bezirk Zurzach;Baldingen;47,554900;8,313400
5334;Böbikon;Kanton Aargau;AG;Bezirk Zurzach;Böbikon;47,551800;8,336300
5425;Schneisingen;Kanton Aargau;AG;Bezirk Zurzach;Schneisingen;47,528000;8,366600
5426;Lengnau AG;Kanton Aargau;AG;Bezirk Zurzach;Lengnau (AG);47,526500;8,321900
5462;Siglistorf;Kanton Aargau;AG;Bezirk Zurzach;Siglistorf;47,534000;8,390400
5463;Wislikofen;Kanton Aargau;AG;Bezirk Zurzach;Wislikofen;47,553100;8,367200
5464;Rümikon AG;Kanton Aargau;AG;Bezirk Zurzach;Rümikon;47,565700;8,376800
5465;Mellikon;Kanton Aargau;AG;Bezirk Zurzach;Mellikon;47,562200;8,348100
5466;Kaiserstuhl AG;Kanton Aargau;AG;Bezirk Zurzach;Kaiserstuhl;47,567900;8,419800
5467;Fisibach;Kanton Aargau;AG;Bezirk Zurzach;Fisibach;47,557300;8,405100
9050;Appenzell Enggenhütten;Kanton Appenzell Innerrhoden;AI;Appenzell I.Rh.;Schlatt-Haslen;47,349600;9,359600
9054;Haslen;Kanton Appenzell Innerrhoden;AI;Appenzell I.Rh.;Schlatt-Haslen;47,369500;9,382200
9057;Schwende;Kanton Appenzell Innerrhoden;AI;Appenzell I.Rh.;Schwende;47,296500;9,434100
9058;Brülisau;Kanton Appenzell Innerrhoden;AI;Appenzell I.Rh.;Rüte;47,272400;9,456000
9108;Gontenbad;Kanton Appenzell Innerrhoden;AI;Appenzell I.Rh.;Gonten;47,325500;9,369500
9413;Oberegg;Kanton Appenzell Innerrhoden;AI;Appenzell I.Rh.;Oberegg;47,412900;9,548200
9442;Büriswilen;Kanton Appenzell Innerrhoden;AI;Appenzell I.Rh.;Oberegg;47,432400;9,601800
9063;Stein AR;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Stein (AR);47,364600;9,318500
9064;Hundwil;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Hundwil;47,364600;9,318500
9100;Herisau;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Herisau;47,378600;9,288700
9101;Herisau;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Herisau;47,386100;9,279200
9102;Herisau;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Herisau;47,386100;9,279200
9103;Schwellbrunn;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Schwellbrunn;47,346500;9,197300
9104;Waldstatt;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Waldstatt;47,356300;9,283400
9105;Schönengrund;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Schönengrund;47,325800;9,224100
9107;Urnäsch;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Urnäsch;47,277300;9,310300
9112;Schachen b. Herisau;Kanton Appenzell Ausserrhoden;AR;Bezirk Hinterland;Herisau;47,374300;9,200200
9037;Speicherschwendi;Kanton Appenzell Ausserrhoden;AR;Bezirk Mittelland;Speicher;47,427900;9,438400
9042;Speicher;Kanton Appenzell Ausserrhoden;AR;Bezirk Mittelland;Speicher;47,406500;9,441200
9043;Trogen;Kanton Appenzell Ausserrhoden;AR;Bezirk Mittelland;Trogen;47,400000;9,466700
9052;Niederteufen;Kanton Appenzell Ausserrhoden;AR;Bezirk Mittelland;Teufen (AR);47,345700;9,430500
9053;Teufen AR Zustellung;Kanton Appenzell Ausserrhoden;AR;Bezirk Mittelland;Teufen (AR);47,345700;9,430500
9055;Bühler;Kanton Appenzell Ausserrhoden;AR;Bezirk Mittelland;Bühler;47,371500;9,400200
9056;Gais;Kanton Appenzell Ausserrhoden;AR;Bezirk Mittelland;Gais;47,346200;9,473200
9062;Lustmühle;Kanton Appenzell Ausserrhoden;AR;Bezirk Mittelland;Teufen (AR);47,364600;9,318500
9035;Grub AR;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Grub (AR);47,442000;9,506300
9038;Rehetobel;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Rehetobel;47,416700;9,483300
9044;Wald AR;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Wald (AR);47,400000;9,458300
9405;Wienacht-Tobel;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Lutzenberg;47,464500;9,537800
